rally_id,video,prev_frame,curr_frame,prev_action,curr_action,prev_pid,curr_pid,prev_team,curr_team,walker_would_flip,event_type
d474b2ad-17e7-4c70-96f6-e52a38533d18,gaga,421,497,dig,set,2,1,A,A,False,non_crossing
d474b2ad-17e7-4c70-96f6-e52a38533d18,gaga,497,550,set,attack,1,2,A,A,False,non_crossing
d474b2ad-17e7-4c70-96f6-e52a38533d18,gaga,625,676,dig,set,2,1,A,A,False,non_crossing
d474b2ad-17e7-4c70-96f6-e52a38533d18,gaga,676,720,set,attack,1,2,A,A,False,non_crossing
39e866fd-7df9-48d0-8675-b8603b08d458,gigi,211,251,dig,set,1,2,B,B,False,non_crossing
39e866fd-7df9-48d0-8675-b8603b08d458,gigi,251,299,set,attack,2,1,B,B,False,non_crossing
3e07342a-e598-4088-8b14-767ae9e0ceb8,gigi,132,178,receive,set,1,2,B,B,False,non_crossing
3e07342a-e598-4088-8b14-767ae9e0ceb8,gigi,178,227,set,attack,2,1,B,B,False,non_crossing
3e07342a-e598-4088-8b14-767ae9e0ceb8,gigi,231,264,block,attack,4,4,A,A,False,non_crossing
5b6f0474-5ae9-4671-ba16-cd7f88e8951a,gigi,85,125,receive,set,4,3,A,A,False,non_crossing
5b6f0474-5ae9-4671-ba16-cd7f88e8951a,gigi,125,175,set,attack,3,4,A,A,False,non_crossing
5b6f0474-5ae9-4671-ba16-cd7f88e8951a,gigi,198,219,dig,attack,1,2,B,B,False,non_crossing
5b6f0474-5ae9-4671-ba16-cd7f88e8951a,gigi,251,292,dig,attack,4,3,A,A,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,137,175,receive,set,3,4,A,A,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,175,225,set,attack,4,3,A,A,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,235,270,dig,set,2,1,B,B,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,270,309,set,attack,1,2,B,B,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,324,361,dig,set,3,4,A,A,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,361,398,set,attack,4,3,A,A,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,436,474,dig,set,1,2,B,B,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,474,523,set,attack,2,1,B,B,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,548,575,dig,set,4,3,A,A,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,575,626,set,attack,3,4,A,A,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,640,698,dig,set,4,3,A,A,False,non_crossing
72c8229b-2993-4310-9b61-cd6162cc27fa,gigi,698,760,set,attack,3,4,A,A,False,non_crossing
b8d333ae-6dc9-4b39-8c48-35d6b1bc266d,gigi,145,186,receive,set,1,2,B,B,False,non_crossing
b8d333ae-6dc9-4b39-8c48-35d6b1bc266d,gigi,186,231,set,attack,2,1,B,B,False,non_crossing
bc9345c1-2655-4d40-8152-45ab8cd6d81b,gigi,152,192,receive,set,4,3,A,A,False,non_crossing
bc9345c1-2655-4d40-8152-45ab8cd6d81b,gigi,192,217,set,attack,3,4,A,A,False,non_crossing
df3de8ed-f9a3-4972-9be5-21e3719f5c31,gigi,135,184,receive,set,4,3,A,A,False,non_crossing
df3de8ed-f9a3-4972-9be5-21e3719f5c31,gigi,184,220,set,attack,3,4,A,A,False,non_crossing
df3de8ed-f9a3-4972-9be5-21e3719f5c31,gigi,249,291,dig,attack,2,1,B,B,False,non_crossing
2e8b3ce2-6396-4d1b-bf1b-77e384180bea,gugu,125,183,receive,set,3,4,B,B,False,non_crossing
62b6c286-fe10-4f2e-9349-9140ff4fa659,gugu,128,171,receive,set,1,2,A,A,False,non_crossing
62b6c286-fe10-4f2e-9349-9140ff4fa659,gugu,171,212,set,attack,2,1,A,A,False,non_crossing
62b6c286-fe10-4f2e-9349-9140ff4fa659,gugu,277,314,dig,set,1,2,A,A,False,non_crossing
62b6c286-fe10-4f2e-9349-9140ff4fa659,gugu,314,354,set,attack,2,1,A,A,False,non_crossing
62b6c286-fe10-4f2e-9349-9140ff4fa659,gugu,386,432,dig,set,3,4,B,B,False,non_crossing
62b6c286-fe10-4f2e-9349-9140ff4fa659,gugu,432,478,set,attack,4,3,B,B,False,non_crossing
e84deef3-56b1-4f5d-81aa-2924ad1c440e,gugu,99,149,receive,set,3,4,B,B,False,non_crossing
e84deef3-56b1-4f5d-81aa-2924ad1c440e,gugu,149,191,set,attack,4,3,B,B,False,non_crossing
e84deef3-56b1-4f5d-81aa-2924ad1c440e,gugu,216,268,dig,set,1,2,A,A,False,non_crossing
e84deef3-56b1-4f5d-81aa-2924ad1c440e,gugu,268,314,set,attack,2,1,A,A,False,non_crossing
18175bae-40d0-4c8c-b30e-c0816e1b03cc,haha,275,375,receive,set,2,1,A,A,False,non_crossing
18175bae-40d0-4c8c-b30e-c0816e1b03cc,haha,375,469,set,attack,1,2,A,A,False,non_crossing
18175bae-40d0-4c8c-b30e-c0816e1b03cc,haha,619,712,dig,set,1,2,A,A,False,non_crossing
18175bae-40d0-4c8c-b30e-c0816e1b03cc,haha,712,807,set,attack,2,1,A,A,False,non_crossing
1e159b7e-d176-46ea-885f-4a3337fef9d3,haha,229,323,receive,set,1,2,A,A,False,non_crossing
1e159b7e-d176-46ea-885f-4a3337fef9d3,haha,412,416,attack,block,4,4,B,B,True,non_crossing
23d42e02-841f-4ffb-826b-c0335c7166b3,haha,280,364,receive,attack,1,2,A,A,False,non_crossing
23d42e02-841f-4ffb-826b-c0335c7166b3,haha,409,485,dig,set,4,3,B,B,False,non_crossing
23d42e02-841f-4ffb-826b-c0335c7166b3,haha,485,574,set,attack,3,4,B,B,False,non_crossing
23d42e02-841f-4ffb-826b-c0335c7166b3,haha,633,726,dig,set,2,1,A,A,False,non_crossing
23d42e02-841f-4ffb-826b-c0335c7166b3,haha,726,826,set,attack,1,2,A,A,False,non_crossing
4e96fa50-0c00-44bc-b68d-5444637c5f18,haha,295,405,receive,set,1,2,A,A,False,non_crossing
6090fd68-3cd6-482c-958c-9f0c1ab171a0,haha,304,348,receive,set,2,1,B,B,False,non_crossing
7d858b9f-586c-4c95-8714-e96fba2e1845,haha,270,357,receive,set,1,2,B,B,False,non_crossing
7d858b9f-586c-4c95-8714-e96fba2e1845,haha,357,456,set,attack,2,1,B,B,False,non_crossing
7d858b9f-586c-4c95-8714-e96fba2e1845,haha,545,648,dig,attack,4,3,A,A,False,non_crossing
aacd5eb6-10c6-4ccc-8702-f89ae1a7a0f1,haha,265,354,receive,set,1,2,B,B,False,non_crossing
aacd5eb6-10c6-4ccc-8702-f89ae1a7a0f1,haha,354,445,set,attack,2,1,B,B,False,non_crossing
bd138e5e-69d0-40bb-a723-fc6ef9c237db,haha,343,432,receive,attack,1,2,A,A,False,non_crossing
c3a4ab1b-ae2d-48b7-9562-aab66e4092ca,haha,316,402,receive,set,3,4,A,A,False,non_crossing
c3a4ab1b-ae2d-48b7-9562-aab66e4092ca,haha,402,497,set,attack,4,3,A,A,False,non_crossing
c7898faa-04a1-40f4-a661-b469ab6ce46c,haha,326,435,receive,set,3,4,B,B,False,non_crossing
c7898faa-04a1-40f4-a661-b469ab6ce46c,haha,435,514,set,attack,4,3,B,B,False,non_crossing
d98f9f86-697c-4d77-9146-ca657ecf278b,haha,278,379,receive,set,3,4,B,B,False,non_crossing
d98f9f86-697c-4d77-9146-ca657ecf278b,haha,379,468,set,attack,4,3,B,B,False,non_crossing
d98f9f86-697c-4d77-9146-ca657ecf278b,haha,511,598,dig,set,2,1,A,A,False,non_crossing
d98f9f86-697c-4d77-9146-ca657ecf278b,haha,598,697,set,attack,1,2,A,A,False,non_crossing
0c45dc89-6092-4217-b9e4-4625dcb3ff3a,juju,128,169,receive,attack,1,2,A,A,False,non_crossing
5729f876-96c5-4369-9565-1d1d18db4997,juju,128,177,receive,set,1,2,A,A,False,non_crossing
5729f876-96c5-4369-9565-1d1d18db4997,juju,177,227,set,attack,2,1,A,A,False,non_crossing
57d1327c-0a54-4387-8758-b1434d7bbf9b,juju,119,163,receive,set,1,2,A,A,False,non_crossing
57d1327c-0a54-4387-8758-b1434d7bbf9b,juju,163,212,set,attack,2,1,A,A,False,non_crossing
57d1327c-0a54-4387-8758-b1434d7bbf9b,juju,247,282,dig,set,4,3,B,B,False,non_crossing
57d1327c-0a54-4387-8758-b1434d7bbf9b,juju,282,331,set,attack,3,4,B,B,False,non_crossing
57d1327c-0a54-4387-8758-b1434d7bbf9b,juju,361,406,dig,set,1,2,A,A,False,non_crossing
57d1327c-0a54-4387-8758-b1434d7bbf9b,juju,406,454,set,attack,2,1,A,A,False,non_crossing
57d1327c-0a54-4387-8758-b1434d7bbf9b,juju,471,513,dig,set,3,4,B,B,False,non_crossing
57d1327c-0a54-4387-8758-b1434d7bbf9b,juju,513,553,set,attack,4,3,B,B,False,non_crossing
5f5292c2-0496-498b-896e-69f762976b46,juju,117,157,receive,set,1,2,B,B,False,non_crossing
5f5292c2-0496-498b-896e-69f762976b46,juju,157,206,set,attack,2,1,B,B,False,non_crossing
6022138d-db87-465e-892d-aa58ea4e9d6f,juju,127,169,receive,set,4,3,B,B,False,non_crossing
6022138d-db87-465e-892d-aa58ea4e9d6f,juju,169,216,set,attack,3,4,B,B,False,non_crossing
6022138d-db87-465e-892d-aa58ea4e9d6f,juju,220,255,block,attack,1,2,A,A,False,non_crossing
618044c7-343a-43c4-88b4-7cdd59ebd612,juju,142,185,receive,set,4,3,A,A,False,non_crossing
618044c7-343a-43c4-88b4-7cdd59ebd612,juju,185,232,set,attack,3,4,A,A,False,non_crossing
acada27e-5bf8-4f94-94aa-d615df953440,juju,139,191,receive,set,4,3,A,A,False,non_crossing
acada27e-5bf8-4f94-94aa-d615df953440,juju,191,237,set,attack,3,4,A,A,False,non_crossing
acada27e-5bf8-4f94-94aa-d615df953440,juju,253,280,dig,attack,4,3,A,A,False,non_crossing
acada27e-5bf8-4f94-94aa-d615df953440,juju,325,378,dig,set,2,1,B,B,False,non_crossing
b426d049-598c-4ec9-8d86-f4c22e806fac,juju,111,159,receive,set,1,2,A,A,False,non_crossing
b426d049-598c-4ec9-8d86-f4c22e806fac,juju,159,209,set,attack,2,1,A,A,False,non_crossing
b426d049-598c-4ec9-8d86-f4c22e806fac,juju,230,277,dig,set,4,3,B,B,False,non_crossing
b426d049-598c-4ec9-8d86-f4c22e806fac,juju,277,326,set,attack,3,4,B,B,False,non_crossing
c89b346b-5989-48fd-ab3a-f9b1596db8bd,juju,135,178,receive,set,4,3,A,A,False,non_crossing
c89b346b-5989-48fd-ab3a-f9b1596db8bd,juju,178,224,set,attack,3,4,A,A,False,non_crossing
c89b346b-5989-48fd-ab3a-f9b1596db8bd,juju,254,303,dig,attack,4,3,A,A,False,non_crossing
d810943e-dd1c-4518-a6af-577b22555c3c,juju,203,255,dig,attack,1,2,A,A,False,non_crossing
d810943e-dd1c-4518-a6af-577b22555c3c,juju,298,345,dig,set,3,4,B,B,False,non_crossing
d810943e-dd1c-4518-a6af-577b22555c3c,juju,345,388,set,attack,4,3,B,B,False,non_crossing
e03ef981-b1e1-43b3-93c9-6c4480e9492a,juju,95,140,receive,set,1,2,B,B,False,non_crossing
e03ef981-b1e1-43b3-93c9-6c4480e9492a,juju,140,191,set,attack,2,1,B,B,False,non_crossing
e03ef981-b1e1-43b3-93c9-6c4480e9492a,juju,209,261,dig,set,4,3,A,A,False,non_crossing
e03ef981-b1e1-43b3-93c9-6c4480e9492a,juju,261,307,set,attack,3,4,A,A,False,non_crossing
ec15fea3-efd9-4eeb-9d3c-719581a2d402,juju,120,163,receive,set,2,1,A,A,False,non_crossing
ec15fea3-efd9-4eeb-9d3c-719581a2d402,juju,163,215,set,attack,1,2,A,A,False,non_crossing
00087663-4c50-4216-8806-23cac8b388cb,kaka,270,351,receive,set,1,2,A,A,False,non_crossing
00087663-4c50-4216-8806-23cac8b388cb,kaka,351,452,set,attack,2,1,A,A,False,non_crossing
06bb6064-a404-4937-8799-23b36e422ab4,kaka,259,425,receive,attack,3,3,B,B,False,non_crossing
1df0170d-c66d-4c46-82d3-5db5ba1eda14,kaka,269,375,receive,set,3,4,B,B,False,non_crossing
1df0170d-c66d-4c46-82d3-5db5ba1eda14,kaka,375,467,set,attack,4,3,B,B,False,non_crossing
3d933aab-6c57-4ea9-a547-8e2553496206,kaka,285,388,receive,set,2,1,A,A,False,non_crossing
7203cd44-7e73-4fbe-a6cc-ef5286131540,kaka,238,322,receive,set,3,4,B,B,False,non_crossing
7203cd44-7e73-4fbe-a6cc-ef5286131540,kaka,322,418,set,attack,4,3,B,B,False,non_crossing
7b646ff4-6a3f-4173-9bb3-b918b0752ae2,kaka,366,455,set,attack,3,4,B,B,False,non_crossing
7b646ff4-6a3f-4173-9bb3-b918b0752ae2,kaka,513,595,dig,set,2,1,A,A,False,non_crossing
7b646ff4-6a3f-4173-9bb3-b918b0752ae2,kaka,595,684,set,attack,1,2,A,A,False,non_crossing
7b646ff4-6a3f-4173-9bb3-b918b0752ae2,kaka,715,804,dig,set,4,3,B,B,False,non_crossing
7b646ff4-6a3f-4173-9bb3-b918b0752ae2,kaka,804,897,set,attack,3,4,B,B,False,non_crossing
7b646ff4-6a3f-4173-9bb3-b918b0752ae2,kaka,967,1057,dig,set,2,1,A,A,False,non_crossing
7b646ff4-6a3f-4173-9bb3-b918b0752ae2,kaka,1057,1140,set,attack,1,1,A,A,False,non_crossing
991cfe31-5348-4e0b-be2d-264a3449380a,kaka,257,365,receive,set,1,2,A,A,False,non_crossing
991cfe31-5348-4e0b-be2d-264a3449380a,kaka,365,466,set,attack,2,1,A,A,False,non_crossing
991cfe31-5348-4e0b-be2d-264a3449380a,kaka,466,719,attack,dig,1,2,A,A,True,non_crossing
a265d8e4-998a-4c15-9ee4-a94a26bf159f,kaka,257,333,receive,attack,2,1,A,A,False,non_crossing
a265d8e4-998a-4c15-9ee4-a94a26bf159f,kaka,406,511,dig,set,4,3,B,B,False,non_crossing
a265d8e4-998a-4c15-9ee4-a94a26bf159f,kaka,511,623,set,attack,3,4,B,B,False,non_crossing
a265d8e4-998a-4c15-9ee4-a94a26bf159f,kaka,707,821,dig,set,2,1,A,A,False,non_crossing
a265d8e4-998a-4c15-9ee4-a94a26bf159f,kaka,821,913,set,attack,1,2,A,A,False,non_crossing
ca5d5f57-fd4d-4aa8-b698-6b612aa97d1a,kaka,233,308,receive,set,1,2,A,A,False,non_crossing
ca5d5f57-fd4d-4aa8-b698-6b612aa97d1a,kaka,308,396,set,attack,2,1,A,A,False,non_crossing
e1976d4f-49cc-4038-b30a-df56113543d3,kaka,376,473,set,attack,3,4,B,B,False,non_crossing
e1976d4f-49cc-4038-b30a-df56113543d3,kaka,498,573,dig,set,1,2,A,A,False,non_crossing
e1976d4f-49cc-4038-b30a-df56113543d3,kaka,573,663,set,attack,2,1,A,A,False,non_crossing
e1976d4f-49cc-4038-b30a-df56113543d3,kaka,705,811,dig,set,3,4,B,B,False,non_crossing
e1976d4f-49cc-4038-b30a-df56113543d3,kaka,811,907,set,attack,4,3,B,B,False,non_crossing
f33d7ac8-d348-4525-9caf-5082020d534c,kaka,270,359,receive,set,1,2,A,A,False,non_crossing
f33d7ac8-d348-4525-9caf-5082020d534c,kaka,359,456,set,attack,2,1,A,A,False,non_crossing
f4857852-736b-4217-bc71-307a15c4856c,kaka,289,363,receive,set,2,1,A,A,False,non_crossing
f4857852-736b-4217-bc71-307a15c4856c,kaka,363,452,set,attack,1,2,A,A,False,non_crossing
00240f37-6f6b-4bde-8c9e-b724f98001d0,keke,107,157,receive,set,4,3,B,B,False,non_crossing
00240f37-6f6b-4bde-8c9e-b724f98001d0,keke,157,199,set,attack,3,4,B,B,False,non_crossing
0144acfb-e26e-44c1-b5c5-1e40b8c38f44,keke,132,174,receive,set,3,4,B,B,False,non_crossing
0144acfb-e26e-44c1-b5c5-1e40b8c38f44,keke,174,225,set,attack,4,3,B,B,False,non_crossing
02a6a42f-78b5-472e-9550-63f9e3f96934,keke,168,214,receive,set,2,1,A,A,False,non_crossing
02a6a42f-78b5-472e-9550-63f9e3f96934,keke,214,264,set,attack,1,2,A,A,False,non_crossing
3bd436b6-5a1d-4014-8c72-55b865d6b750,keke,183,226,dig,set,1,2,A,A,False,non_crossing
3bd436b6-5a1d-4014-8c72-55b865d6b750,keke,226,282,set,attack,2,1,A,A,False,non_crossing
56d338ca-aee9-4285-b67a-5cc3dee3bcb9,keke,138,189,receive,set,1,2,B,B,False,non_crossing
56d338ca-aee9-4285-b67a-5cc3dee3bcb9,keke,189,240,set,attack,2,1,B,B,False,non_crossing
56d338ca-aee9-4285-b67a-5cc3dee3bcb9,keke,253,266,dig,set,4,3,A,A,False,non_crossing
56d338ca-aee9-4285-b67a-5cc3dee3bcb9,keke,266,299,set,attack,3,4,A,A,False,non_crossing
56d338ca-aee9-4285-b67a-5cc3dee3bcb9,keke,334,388,dig,set,2,1,B,B,False,non_crossing
56d338ca-aee9-4285-b67a-5cc3dee3bcb9,keke,388,434,set,attack,1,2,B,B,False,non_crossing
56d338ca-aee9-4285-b67a-5cc3dee3bcb9,keke,450,492,dig,attack,3,4,A,A,False,non_crossing
77026e92-1322-4f44-8f0c-5566b6bcde52,keke,139,175,receive,set,2,1,A,A,False,non_crossing
77026e92-1322-4f44-8f0c-5566b6bcde52,keke,175,228,set,attack,1,2,A,A,False,non_crossing
77026e92-1322-4f44-8f0c-5566b6bcde52,keke,247,288,dig,attack,3,3,B,B,False,non_crossing
77026e92-1322-4f44-8f0c-5566b6bcde52,keke,309,348,dig,set,1,2,A,A,False,non_crossing
77026e92-1322-4f44-8f0c-5566b6bcde52,keke,348,396,set,attack,2,1,A,A,False,non_crossing
88a04529-37ec-4059-92f8-3ee6e5be91a4,keke,144,186,receive,set,1,2,A,A,False,non_crossing
88a04529-37ec-4059-92f8-3ee6e5be91a4,keke,186,235,set,attack,2,1,A,A,False,non_crossing
99091ec6-9fa1-4950-999d-4b9bed0121db,keke,154,188,receive,attack,1,2,A,A,False,non_crossing
99091ec6-9fa1-4950-999d-4b9bed0121db,keke,218,268,dig,set,3,4,B,B,False,non_crossing
99091ec6-9fa1-4950-999d-4b9bed0121db,keke,268,316,set,attack,4,3,B,B,False,non_crossing
0bc00f94-b42e-4cf0-b6ae-c022c38b12de,kiki,164,235,serve,receive,2,2,B,B,True,non_crossing
0bc00f94-b42e-4cf0-b6ae-c022c38b12de,kiki,235,325,receive,set,2,4,B,B,False,non_crossing
0bc00f94-b42e-4cf0-b6ae-c022c38b12de,kiki,325,425,set,attack,4,2,B,B,False,non_crossing
0fc55658-f659-4f44-8335-a2db8772fe2c,kiki,234,306,receive,set,2,1,B,B,False,non_crossing
0fc55658-f659-4f44-8335-a2db8772fe2c,kiki,306,384,set,attack,1,2,B,B,False,non_crossing
0fc55658-f659-4f44-8335-a2db8772fe2c,kiki,684,770,dig,set,1,2,B,B,False,non_crossing
0fc55658-f659-4f44-8335-a2db8772fe2c,kiki,770,864,set,attack,2,1,B,B,False,non_crossing
2a7d292d-8667-4b4b-9bcd-903f78b861a3,kiki,256,361,receive,set,3,1,A,A,False,non_crossing
2a7d292d-8667-4b4b-9bcd-903f78b861a3,kiki,462,535,attack,dig,2,4,B,B,True,non_crossing
6cc1126b-f935-44bf-a2bb-25a6e46184dd,kiki,320,388,receive,attack,2,4,B,B,False,non_crossing
a0aba15e-06e9-4502-8d89-b1cf2d80a908,kiki,265,342,receive,attack,1,2,A,A,False,non_crossing
a0aba15e-06e9-4502-8d89-b1cf2d80a908,kiki,432,478,dig,attack,3,4,B,B,False,non_crossing
a0aba15e-06e9-4502-8d89-b1cf2d80a908,kiki,532,598,dig,set,1,2,A,A,False,non_crossing
a0aba15e-06e9-4502-8d89-b1cf2d80a908,kiki,598,658,set,attack,2,1,A,A,False,non_crossing
a0aba15e-06e9-4502-8d89-b1cf2d80a908,kiki,777,866,dig,set,3,4,B,B,False,non_crossing
a0aba15e-06e9-4502-8d89-b1cf2d80a908,kiki,866,964,set,attack,4,3,B,B,False,non_crossing
ea6059d2-5e7c-45f9-9e19-9968757062c3,kiki,262,354,receive,set,1,2,A,A,False,non_crossing
ea6059d2-5e7c-45f9-9e19-9968757062c3,kiki,354,446,set,attack,2,1,A,A,False,non_crossing
ea6059d2-5e7c-45f9-9e19-9968757062c3,kiki,475,544,dig,set,4,3,B,B,False,non_crossing
ea6059d2-5e7c-45f9-9e19-9968757062c3,kiki,544,650,set,attack,3,4,B,B,False,non_crossing
ea6059d2-5e7c-45f9-9e19-9968757062c3,kiki,682,757,dig,set,2,1,A,A,False,non_crossing
ea6059d2-5e7c-45f9-9e19-9968757062c3,kiki,757,855,set,attack,1,2,A,A,False,non_crossing
0c58108f-05d5-44b1-a23b-5a7a34b83cfd,koko,157,197,receive,set,4,3,A,A,False,non_crossing
0c58108f-05d5-44b1-a23b-5a7a34b83cfd,koko,197,247,set,attack,3,4,A,A,False,non_crossing
19cfec44-6e2a-4f24-b999-1490d472d791,koko,142,186,receive,set,1,2,A,A,False,non_crossing
19cfec44-6e2a-4f24-b999-1490d472d791,koko,186,234,set,attack,2,1,A,A,False,non_crossing
19cfec44-6e2a-4f24-b999-1490d472d791,koko,264,296,dig,set,3,4,B,B,False,non_crossing
19cfec44-6e2a-4f24-b999-1490d472d791,koko,296,349,set,attack,4,3,B,B,False,non_crossing
19cfec44-6e2a-4f24-b999-1490d472d791,koko,384,420,dig,set,1,2,A,A,False,non_crossing
19cfec44-6e2a-4f24-b999-1490d472d791,koko,420,467,set,attack,2,1,A,A,False,non_crossing
19cfec44-6e2a-4f24-b999-1490d472d791,koko,498,516,dig,attack,3,4,B,B,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,156,197,receive,set,4,3,A,A,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,197,243,set,attack,3,4,A,A,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,278,322,dig,set,1,2,B,B,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,322,366,set,attack,2,1,B,B,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,394,438,dig,set,3,4,A,A,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,438,488,set,attack,4,3,A,A,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,516,567,dig,attack,1,1,B,B,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,604,648,dig,set,4,3,A,A,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,714,768,dig,set,3,4,A,A,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,768,821,set,attack,4,3,A,A,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,846,874,dig,set,1,2,B,B,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,874,917,set,attack,2,1,B,B,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,944,984,dig,set,4,3,A,A,False,non_crossing
2cb28662-ea49-4c0c-b34d-11d165b3ac0f,koko,984,1032,set,attack,3,4,A,A,False,non_crossing
32c65f04-9a3b-49c9-817c-6a61fc900bee,koko,173,217,receive,set,1,2,A,A,False,non_crossing
32c65f04-9a3b-49c9-817c-6a61fc900bee,koko,217,264,set,attack,2,1,A,A,False,non_crossing
3e086020-8fbc-41cb-b2fd-0b0f1b7e7c47,koko,92,132,serve,receive,4,3,A,A,True,non_crossing
44351174-40f0-4cde-aa88-b4a7ded8193b,koko,129,189,receive,set,1,2,B,B,False,non_crossing
44351174-40f0-4cde-aa88-b4a7ded8193b,koko,189,233,set,attack,2,1,B,B,False,non_crossing
44351174-40f0-4cde-aa88-b4a7ded8193b,koko,254,308,dig,set,4,3,A,A,False,non_crossing
44351174-40f0-4cde-aa88-b4a7ded8193b,koko,308,354,set,attack,3,4,A,A,False,non_crossing
44351174-40f0-4cde-aa88-b4a7ded8193b,koko,379,422,dig,set,1,2,B,B,False,non_crossing
44351174-40f0-4cde-aa88-b4a7ded8193b,koko,422,462,set,attack,2,1,B,B,False,non_crossing
483970c6-5152-4bab-9a39-b2f490f3102c,koko,148,200,receive,set,1,2,B,B,False,non_crossing
483970c6-5152-4bab-9a39-b2f490f3102c,koko,200,245,set,attack,2,1,B,B,False,non_crossing
483970c6-5152-4bab-9a39-b2f490f3102c,koko,270,286,dig,attack,4,3,A,A,False,non_crossing
648bf6f2-63d5-44e2-8713-a5dd1eeadf19,koko,102,137,serve,receive,1,2,A,A,True,non_crossing
648bf6f2-63d5-44e2-8713-a5dd1eeadf19,koko,193,240,set,attack,3,4,B,B,False,non_crossing
71a3a742-b51d-4706-927f-b2f257aa84ad,koko,119,165,receive,attack,3,4,B,B,False,non_crossing
86c77c1a-271d-41c1-bf3d-9d5db1ea2caf,koko,187,234,receive,set,3,4,B,B,False,non_crossing
86c77c1a-271d-41c1-bf3d-9d5db1ea2caf,koko,234,281,set,attack,4,3,B,B,False,non_crossing
9f0221f5-5921-4afd-abf3-a326a8f0b94c,koko,147,185,receive,attack,3,4,B,B,False,non_crossing
abfbcb64-d8da-4aa1-b2ac-a66210cfbae8,koko,121,172,receive,set,3,4,B,B,False,non_crossing
abfbcb64-d8da-4aa1-b2ac-a66210cfbae8,koko,221,247,attack,dig,2,1,A,A,True,non_crossing
f154e34f-474c-4d6d-8267-892e40dfe794,koko,141,186,receive,set,1,2,B,B,False,non_crossing
f154e34f-474c-4d6d-8267-892e40dfe794,koko,186,237,set,attack,2,1,B,B,False,non_crossing
14c7e370-a59a-4c4a-90e5-520f380de777,kuku,323,441,receive,set,2,1,B,B,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,313,404,receive,set,2,1,B,B,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,404,500,set,attack,1,2,B,B,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,566,674,dig,set,3,4,A,A,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,674,764,set,attack,4,3,A,A,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,830,913,dig,set,2,1,B,B,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,913,1013,set,attack,1,2,B,B,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,1065,1153,dig,set,3,4,A,A,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,1153,1244,set,attack,4,3,A,A,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,1291,1401,dig,set,2,1,B,B,False,non_crossing
1f141057-706c-438e-a69a-2aecf735389f,kuku,1401,1492,set,attack,1,2,B,B,False,non_crossing
672858b4-4684-4b1c-ae48-f98a03a403a2,kuku,300,386,receive,set,3,4,B,B,False,non_crossing
672858b4-4684-4b1c-ae48-f98a03a403a2,kuku,386,479,set,attack,4,3,B,B,False,non_crossing
672858b4-4684-4b1c-ae48-f98a03a403a2,kuku,539,602,dig,set,2,1,A,A,False,non_crossing
672858b4-4684-4b1c-ae48-f98a03a403a2,kuku,602,711,set,attack,1,2,A,A,False,non_crossing
672858b4-4684-4b1c-ae48-f98a03a403a2,kuku,750,863,dig,dig,3,4,B,B,False,non_crossing
672858b4-4684-4b1c-ae48-f98a03a403a2,kuku,863,954,dig,attack,4,3,B,B,False,non_crossing
